bname,ra,dec,btype,z,catalog
5BZQJ1623+6624,16 23 04.51,+66 24 01.11,fsrq,0.201,bzcat
5BZQJ1623+0741,16 23 58.25,+07 41 30.51,fsrq,1.297,bzcat
5BZQJ1624-6809,16 24 18.43,-68 09 12.49,fsrq,1.354,bzcat
5BZQJ1624+3538,16 24 19.96,+35 38 45.31,fsrq,1.773,bzcat
5BZQJ1624+5741,16 24 24.8,+57 41 16.29,fsrq,0.789,bzcat
5BZQJ1624-0649,16 24 32.93,-06 49 49.58,fsrq,3.307,bzcat
5BZUJ1625-2527,16 25 46.88,-25 27 38.3,uncertain,0.786,bzcat
5BZQJ1625+4134,16 25 57.66,+41 34 40.58,fsrq,2.55,bzcat
5BZBJ1626+3513,16 26 25.85,+35 13 41.48,bllac,0.498,bzcat
5BZQJ1628-1415,16 28 46.62,-14 15 41.9,fsrq,1.025,bzcat
5BZQJ1630+0701,16 30 41.81,+07 01 09.08,fsrq,0.736,bzcat
5BZQJ1631+4927,16 31 16.54,+49 27 39.49,fsrq,0.52,bzcat
5BZQJ1631+5028,16 31 31.78,+50 28 22.51,fsrq,2.348,bzcat
5BZUJ1632+8232,16 32 31.97,+82 32 16.4,uncertain,0.025,bzcat
5BZQJ1632-0033,16 32 57.67,-00 33 21.09,fsrq,3.424,bzcat
5BZUJ1633+2112,16 33 19.74,+21 12 52.41,uncertain,0.198,bzcat
5BZQJ1634-7310,16 34 58.56,-73 10 34.39,fsrq,1.944,bzcat
5BZQJ1636+4715,16 36 24.31,+47 15 35.89,fsrq,0.823,bzcat
5BZQJ1636+2112,16 36 38.17,+21 12 55.58,fsrq,1.802,bzcat
5BZBJ1636-1248,16 36 58.43,-12 48 36.5,bllac,0.246,bzcat
5BZQJ1637+4717,16 37 45.12,+47 17 33.79,fsrq,0.735,bzcat
5BZQJ1638+5720,16 38 13.45,+57 20 24.0,fsrq,0.751,bzcat
5BZQJ1638-0340,16 38 19.25,-03 40 05.08,fsrq,2.871,bzcat
5BZQJ1639+5357,16 39 39.84,+53 57 47.08,fsrq,1.977,bzcat
5BZQJ1639+4705,16 39 55.97,+47 05 23.6,fsrq,0.86,bzcat
5BZQJ1640+3946,16 40 29.63,+39 46 45.98,fsrq,1.66,bzcat
5BZQJ1641+2257,16 41 25.22,+22 57 03.99,fsrq,2.063,bzcat
5BZQJ1642+6856,16 42 07.85,+68 56 39.8,fsrq,0.751,bzcat
5BZBJ1642+2211,16 42 20.32,+22 11 43.4,bllac,0.592,bzcat
5BZQJ1642+2523,16 42 40.4,+25 23 07.69,fsrq,1.725,bzcat
5BZQJ1644-1804,16 44 35.75,-18 04 32.48,fsrq,1.007,bzcat
5BZQJ1644+2619,16 44 42.53,+26 19 13.18,fsrq,0.144,bzcat
5BZQJ1645+6330,16 45 58.55,+63 30 10.9,fsrq,2.379,bzcat
5BZQJ1646+4059,16 46 56.86,+40 59 17.19,fsrq,0.835,bzcat
5BZUJ1647+4950,16 47 34.91,+49 50 00.6,uncertain,0.047,bzcat
5BZQJ1650+0824,16 50 37.56,+08 24 52.2,fsrq,1.965,bzcat
5BZQJ1651+4002,16 51 37.52,+40 02 18.99,fsrq,2.343,bzcat
5BZQJ1652+3902,16 52 58.5,+39 02 49.81,fsrq,1.299,bzcat
5BZQJ1656-3302,16 56 16.85,-33 02 11.11,fsrq,2.4,bzcat
5BZQJ1656+1826,16 56 34.08,+18 26 26.41,fsrq,2.551,bzcat
5BZQJ1656+5321,16 56 39.61,+53 21 48.81,fsrq,1.553,bzcat
5BZQJ1656+6012,16 56 48.24,+60 12 16.41,fsrq,0.623,bzcat
5BZQJ1657+5705,16 57 20.7,+57 05 53.48,fsrq,1.281,bzcat
5BZUJ1657+4808,16 57 46.87,+48 08 33.1,uncertain,1.669,bzcat
5BZBJ1657+6436,16 57 58.97,+64 36 41.61,bllac,0.449,bzcat
5BZQJ1658+3605,16 58 02.62,+36 05 04.09,fsrq,2.116,bzcat
5BZQJ1658+4737,16 58 02.77,+47 37 49.18,fsrq,1.61,bzcat
5BZQJ1658+0741,16 58 09.0,+07 41 27.49,fsrq,0.621,bzcat
5BZQJ1658+0515,16 58 33.45,+05 15 16.41,fsrq,0.879,bzcat
5BZQJ1658-0739,16 58 44.05,-07 39 17.71,fsrq,3.742,bzcat
5BZQJ1659+0213,16 59 45.0,+02 13 06.99,fsrq,2.039,bzcat
5BZQJ1700+6830,17 00 09.29,+68 30 06.98,fsrq,0.301,bzcat
5BZQJ1703-6212,17 03 36.54,-62 12 39.99,fsrq,1.747,bzcat
5BZQJ1704+0134,17 04 07.49,+01 34 08.4,fsrq,2.842,bzcat
5BZBJ1705+6042,17 05 34.81,+60 42 15.8,bllac,0.28,bzcat
5BZQJ1707+4536,17 07 17.76,+45 36 10.51,fsrq,0.645,bzcat
5BZQJ1707+1122,17 07 32.46,+11 22 00.69,fsrq,2.406,bzcat
5BZQJ1707+0148,17 07 34.42,+01 48 45.68,fsrq,2.565,bzcat
5BZQJ1707+1331,17 07 45.64,+13 31 05.19,fsrq,0.936,bzcat
5BZQJ1708+0035,17 08 44.64,+00 35 09.49,fsrq,0.449,bzcat
5BZQJ1709+4318,17 09 41.09,+43 18 44.49,fsrq,1.027,bzcat
5BZQJ1710-0355,17 10 17.21,-03 55 50.08,fsrq,1.923,bzcat
5BZQJ1713+4916,17 13 35.15,+49 16 32.48,fsrq,1.552,bzcat
5BZQJ1715+3619,17 15 08.36,+36 19 50.08,fsrq,0.555,bzcat
5BZQJ1715+6323,17 15 35.95,+63 23 36.09,fsrq,2.182,bzcat
5BZQJ1716+2152,17 16 11.18,+21 52 13.69,fsrq,0.358,bzcat
5BZQJ1716+6836,17 16 13.93,+68 36 38.69,fsrq,0.777,bzcat
5BZQJ1716-0452,17 16 26.48,-04 52 11.89,fsrq,1.026,bzcat
5BZQJ1717-5155,17 17 34.65,-51 55 32.01,fsrq,1.158,bzcat
5BZBJ1719+5524,17 19 02.34,+55 24 06.4,bllac,0.626,bzcat
5BZQJ1719+4804,17 19 38.2,+48 04 12.0,fsrq,1.084,bzcat
5BZQJ1719+0817,17 19 52.2,+08 17 03.58,fsrq,1.185,bzcat
5BZQJ1721+3542,17 21 09.48,+35 42 16.09,fsrq,0.283,bzcat
5BZBJ1721+6004,17 21 16.59,+60 04 06.38,bllac,0.531,bzcat
5BZQJ1722+5856,17 22 36.72,+58 56 22.3,fsrq,1.979,bzcat
5BZQJ1722+6105,17 22 40.06,+61 05 59.71,fsrq,2.058,bzcat
5BZQJ1722+2815,17 22 42.16,+28 15 00.1,fsrq,0.945,bzcat
5BZQJ1722+1013,17 22 44.57,+10 13 35.79,fsrq,0.732,bzcat
5BZQJ1722+5611,17 22 58.01,+56 11 22.3,fsrq,2.269,bzcat
5BZQJ1723+6547,17 23 14.14,+65 47 46.1,fsrq,1.442,bzcat
5BZQJ1724+4004,17 24 05.42,+40 04 36.51,fsrq,1.049,bzcat
5BZQJ1724+3303,17 24 14.2,+33 03 03.88,fsrq,0.548,bzcat
5BZQJ1726+3213,17 26 35.11,+32 13 23.01,fsrq,1.09,bzcat
5BZQJ1727+4530,17 27 27.65,+45 30 39.7,fsrq,0.717,bzcat
5BZQJ1728+1215,17 28 07.05,+12 15 39.49,fsrq,0.583,bzcat
5BZQJ1728+0427,17 28 24.95,+04 27 04.89,fsrq,0.293,bzcat
5BZQJ1728+3838,17 28 59.14,+38 38 26.41,fsrq,1.386,bzcat
5BZQJ1730+0024,17 30 34.99,+00 24 38.69,fsrq,1.335,bzcat
5BZQJ1732-7200,17 32 11.43,-72 00 40.1,fsrq,0.62,bzcat
5BZQJ1732-5553,17 32 28.25,-55 53 51.39,fsrq,2.154,bzcat
5BZQJ1733-1304,17 33 02.7,-13 04 49.51,fsrq,0.902,bzcat
5BZQJ1733-7935,17 33 40.69,-79 35 55.71,fsrq,0.876,bzcat
5BZQJ1734+3857,17 34 20.58,+38 57 51.4,fsrq,0.976,bzcat
5BZBJ1735+5650,17 35 10.81,+56 50 22.7,bllac,0.388,bzcat
5BZQJ1735+3616,17 35 48.09,+36 16 45.58,fsrq,0.803,bzcat
5BZQJ1736+0631,17 36 28.57,+06 31 47.49,fsrq,2.387,bzcat
5BZQJ1737+0621,17 37 13.73,+06 21 03.59,fsrq,1.207,bzcat
5BZQJ1738-5334,17 38 38.8,-53 34 09.98,fsrq,1.721,bzcat
5BZQJ1738+3224,17 38 40.49,+32 24 09.0,fsrq,0.126,bzcat
5BZQJ1739+4955,17 39 27.38,+49 55 03.39,fsrq,1.545,bzcat
5BZQJ1739+3358,17 39 35.35,+33 58 08.18,fsrq,1.625,bzcat
5BZQJ1740+4506,17 40 06.36,+45 06 50.39,fsrq,2.788,bzcat
5BZQJ1740+5211,17 40 36.97,+52 11 43.4,fsrq,1.381,bzcat
5BZQJ1740+4348,17 40 48.95,+43 48 16.19,fsrq,2.246,bzcat
5BZBJ1741+7224,17 41 22.88,+72 24 51.91,uncertain,0.22,bzcat
5BZQJ1743+3747,17 43 47.64,+37 47 53.8,fsrq,1.958,bzcat
5BZQJ1743-0350,17 43 58.86,-03 50 04.59,fsrq,1.057,bzcat
5BZBJ1744-0518,17 44 20.89,-05 18 40.78,bllac,0.31,bzcat
5BZQJ1745+2252,17 45 04.67,+22 52 48.1,fsrq,1.884,bzcat
5BZQJ1745+1720,17 45 35.21,+17 20 01.39,fsrq,1.702,bzcat
5BZBJ1747+4937,17 47 02.59,+49 37 59.01,bllac,0.46,bzcat
5BZQJ1747+2324,17 47 50.06,+23 24 38.7,fsrq,2.203,bzcat
5BZQJ1748+3404,17 48 05.82,+34 04 01.2,fsrq,2.763,bzcat
5BZQJ1749-6258,17 49 25.7,-62 58 18.91,fsrq,1.215,bzcat
5BZBJ1751+0939,17 51 32.82,+09 39 00.68,bllac,0.322,bzcat
5BZQJ1752+1734,17 52 46.0,+17 34 20.38,fsrq,0.505,bzcat
5BZQJ1753+4409,17 53 22.64,+44 09 45.68,fsrq,0.871,bzcat
5BZQJ1753+2848,17 53 42.47,+28 48 04.89,fsrq,1.118,bzcat
5BZQJ1756+5748,17 56 03.63,+57 48 47.98,fsrq,2.11,bzcat
5BZQJ1756+1553,17 56 33.72,+15 53 43.8,fsrq,0.547,bzcat
5BZBJ1757+7033,17 57 13.24,+70 33 37.4,bllac,0.407,bzcat
5BZQJ1759+2343,17 59 00.36,+23 43 46.99,fsrq,1.721,bzcat
5BZQJ1800+3848,18 00 24.77,+38 48 30.7,fsrq,2.092,bzcat
5BZBJ1800+7828,18 00 45.67,+78 28 04.0,bllac,0.68,bzcat
5BZQJ1801+4404,18 01 32.31,+44 04 21.89,fsrq,0.663,bzcat
5BZQJ1802-4925,18 02 09.84,-49 25 11.2,fsrq,2.286,bzcat
5BZQJ1802-3940,18 02 42.67,-39 40 07.89,fsrq,1.319,bzcat
5BZQJ1803-6507,18 03 23.5,-65 07 36.8,fsrq,1.198,bzcat
5BZQJ1803+0934,18 03 33.65,+09 34 25.89,fsrq,0.683,bzcat
5BZQJ1803+0341,18 03 56.28,+03 41 07.58,fsrq,1.42,bzcat
5BZQJ1804+0101,18 04 15.97,+01 01 32.41,fsrq,1.522,bzcat
5BZUJ1804+1755,18 04 42.54,+17 55 58.9,uncertain,0.435,bzcat
5BZBJ1806+6949,18 06 50.68,+69 49 28.09,bllac,0.046,bzcat
5BZQJ1807+2204,18 07 38.81,+22 04 56.38,fsrq,0.798,bzcat
5BZQJ1807-6413,18 07 54.02,-64 13 50.08,fsrq,1.016,bzcat
5BZQJ1808-5011,18 08 13.82,-50 11 53.3,fsrq,1.606,bzcat
5BZQJ1808+4542,18 08 21.89,+45 42 20.91,fsrq,0.83,bzcat
5BZQJ1809+1849,18 09 45.33,+18 49 02.99,fsrq,0.928,bzcat
5BZUJ1809-4552,18 09 57.86,-45 52 41.01,uncertain,0.07,bzcat
5BZQJ1813+4304,18 13 14.69,+43 04 15.7,fsrq,1.088,bzcat
5BZBJ1813+3144,18 13 35.2,+31 44 17.7,uncertain,0.117,bzcat
5BZQJ1813+2952,18 13 37.26,+29 52 37.88,fsrq,1.351,bzcat
5BZQJ1814+4113,18 14 22.7,+41 13 05.59,fsrq,1.564,bzcat
5BZQJ1815+1623,18 15 14.85,+16 23 45.88,fsrq,0.742,bzcat
5BZQJ1815-7001,18 15 51.78,-70 01 39.0,fsrq,0.745,bzcat
5BZQJ1818+5017,18 18 30.52,+50 17 19.71,fsrq,1.395,bzcat
5BZQJ1818+0903,18 18 40.06,+09 03 46.18,fsrq,0.354,bzcat
5BZUJ1819-6345,18 19 34.99,-63 45 48.2,uncertain,0.063,bzcat
5BZUJ1819-5521,18 19 45.4,-55 21 20.7,uncertain,1.629,bzcat
5BZQJ1824+1044,18 24 02.86,+10 44 23.78,fsrq,1.36,bzcat
5BZBJ1824+5651,18 24 07.07,+56 51 01.51,bllac,0.663,bzcat
5BZQJ1826-3650,18 26 08.13,-36 50 49.7,fsrq,0.888,bzcat
5BZQJ1826+0149,18 26 25.06,+01 49 40.11,fsrq,1.771,bzcat
5BZQJ1826+3431,18 26 59.98,+34 31 14.08,fsrq,1.814,bzcat
5BZQJ1827-4533,18 27 10.24,-45 33 10.0,fsrq,1.244,bzcat
5BZQJ1829-5813,18 29 12.4,-58 13 54.98,fsrq,1.531,bzcat
5BZUJ1829+4844,18 29 31.78,+48 44 46.21,uncertain,0.695,bzcat
5BZQJ1830+0619,18 30 05.93,+06 19 15.99,fsrq,0.745,bzcat
5BZQJ1831-4805,18 31 41.44,-48 05 21.01,fsrq,1.196,bzcat
5BZQJ1832+1357,18 32 43.21,+13 57 47.41,fsrq,2.83,bzcat
5BZQJ1833-2103,18 33 39.93,-21 03 39.7,fsrq,2.507,bzcat
5BZQJ1835+6119,18 35 19.67,+61 19 40.0,fsrq,2.274,bzcat
5BZQJ1835+2506,18 35 58.38,+25 06 45.39,fsrq,1.973,bzcat
5BZQJ1837-7108,18 37 28.7,-71 08 43.58,fsrq,1.356,bzcat
5BZQJ1837-5848,18 37 53.8,-58 48 09.0,fsrq,3.04,bzcat
5BZQJ1838-3427,18 38 28.49,-34 27 41.79,fsrq,2.78,bzcat
5BZQJ1840+2457,18 40 03.42,+24 57 41.61,fsrq,1.634,bzcat
5BZQJ1840+3900,18 40 57.15,+39 00 45.68,fsrq,3.095,bzcat
5BZBJ1840+5452,18 40 57.37,+54 52 15.88,bllac,0.646,bzcat
5BZBJ1841+5906,18 41 20.3,+59 06 08.2,bllac,0.53,bzcat
5BZQJ1842+6809,18 42 33.64,+68 09 25.19,fsrq,0.472,bzcat
5BZQJ1846+3747,18 46 31.91,+37 47 17.3,fsrq,2.441,bzcat
5BZQJ1848+3219,18 48 22.08,+32 19 02.6,fsrq,0.798,bzcat
5BZBJ1848+6537,18 48 22.66,+65 37 02.31,bllac,0.364,bzcat
5BZQJ1849+6705,18 49 16.07,+67 05 41.71,fsrq,0.657,bzcat
5BZQJ1849+3024,18 49 20.1,+30 24 14.18,fsrq,0.672,bzcat
5BZQJ1850+2825,18 50 27.59,+28 25 13.18,fsrq,2.544,bzcat
5BZQJ1852+4855,18 52 28.55,+48 55 47.49,fsrq,1.25,bzcat
5BZQJ1852+4019,18 52 30.36,+40 19 06.6,fsrq,2.12,bzcat
5BZBJ1853+6713,18 53 52.06,+67 13 55.09,bllac,0.212,bzcat
5BZQJ1854+7351,18 54 57.29,+73 51 19.9,fsrq,0.461,bzcat
5BZQJ1855+3742,18 55 27.71,+37 42 56.98,fsrq,1.12,bzcat
5BZQJ1857-5325,18 57 00.44,-53 25 00.4,fsrq,0.778,bzcat
5BZQJ1901-7429,19 01 05.13,-74 29 25.29,fsrq,0.638,bzcat
5BZQJ1902+3159,19 02 55.93,+31 59 41.71,fsrq,0.635,bzcat
5BZQJ1903-6749,19 03 01.23,-67 49 35.9,fsrq,0.255,bzcat
5BZQJ1911-2006,19 11 09.65,-20 06 55.11,fsrq,1.119,bzcat
5BZQJ1911-2102,19 11 53.93,-21 02 43.8,fsrq,1.42,bzcat
5BZQJ1912+3740,19 12 25.12,+37 40 36.58,fsrq,1.104,bzcat
5BZQJ1912-8010,19 12 40.01,-80 10 05.91,fsrq,1.756,bzcat
5BZQJ1913-4503,19 13 46.55,-45 03 11.59,fsrq,2.559,bzcat
5BZQJ1914-4631,19 14 13.8,-46 31 31.9,fsrq,1.283,bzcat
5BZUJ1915+6548,19 15 23.81,+65 48 46.4,uncertain,0.486,bzcat
5BZQJ1915-2347,19 15 44.76,-23 47 03.01,fsrq,1.34,bzcat
5BZQJ1916-7946,19 16 44.33,-79 46 21.9,fsrq,0.204,bzcat
5BZBJ1917-1921,19 17 44.82,-19 21 31.6,bllac,0.137,bzcat
5BZQJ1918+5520,19 18 10.74,+55 20 38.61,fsrq,1.734,bzcat
5BZQJ1918+4937,19 18 45.58,+49 37 55.99,fsrq,0.926,bzcat
5BZQJ1919-4543,19 19 16.68,-45 43 38.6,fsrq,2.47,bzcat
5BZQJ1920-2351,19 20 48.43,-23 51 33.08,fsrq,1.345,bzcat
5BZQJ1923-8007,19 23 05.78,-80 07 28.81,fsrq,1.481,bzcat
5BZQJ1923-2104,19 23 32.18,-21 04 33.31,fsrq,0.874,bzcat
5BZQJ1924-2914,19 24 51.06,-29 14 30.08,fsrq,0.353,bzcat
5BZQJ1925-3401,19 25 16.99,-34 01 01.2,fsrq,1.523,bzcat
5BZBJ1925-5935,19 25 24.35,-59 35 32.31,bllac,0.436,bzcat
5BZQJ1927+7358,19 27 48.49,+73 58 01.59,fsrq,0.302,bzcat
5BZUJ1928-0456,19 28 22.48,-04 56 26.19,uncertain,0.587,bzcat
5BZQJ1930-6056,19 30 06.16,-60 56 09.2,fsrq,3.254,bzcat
5BZQJ1932-4536,19 32 44.88,-45 36 37.9,fsrq,0.652,bzcat
5BZQJ1933-6942,19 33 31.15,-69 42 58.89,fsrq,1.481,bzcat
5BZQJ1933+6540,19 33 57.34,+65 40 16.89,fsrq,1.687,bzcat
5BZQJ1934+6138,19 34 40.68,+61 38 41.6,fsrq,1.749,bzcat
5BZQJ1934-2416,19 34 52.85,-24 16 24.38,fsrq,1.543,bzcat
5BZQJ1935-1602,19 35 35.8,-16 02 32.38,fsrq,1.46,bzcat
5BZQJ1936+7131,19 36 03.55,+71 31 31.79,fsrq,1.864,bzcat
5BZQJ1936-0402,19 36 53.74,-04 02 45.49,fsrq,0.49,bzcat
5BZBJ1936-4719,19 36 56.1,-47 19 50.01,bllac,0.265,bzcat
5BZQJ1938-1749,19 38 04.96,-17 49 20.38,fsrq,0.903,bzcat
5BZQJ1938-4657,19 38 26.34,-46 57 25.48,fsrq,0.805,bzcat
5BZQJ1939-1525,19 39 26.65,-15 25 43.1,fsrq,1.657,bzcat
5BZQJ1939-1002,19 39 57.25,-10 02 41.49,fsrq,3.787,bzcat
5BZQJ1941-0211,19 41 18.94,-02 11 45.09,fsrq,0.202,bzcat
5BZQJ1942-7015,19 42 45.41,-70 15 44.38,fsrq,2.896,bzcat
5BZQJ1945-3048,19 45 57.54,-30 48 49.28,fsrq,0.576,bzcat
5BZQJ1949+5041,19 49 43.85,+50 41 29.61,fsrq,1.929,bzcat
5BZQJ1949-1957,19 49 53.41,-19 57 13.28,fsrq,2.652,bzcat
5BZQJ1951+5727,19 51 06.97,+57 27 17.2,fsrq,0.652,bzcat
5BZQJ1951+0134,19 51 36.01,+01 34 42.7,fsrq,4.114,bzcat
5BZQJ1951-0509,19 51 47.46,-05 09 43.99,fsrq,1.083,bzcat
5BZBJ1954-1123,19 54 41.15,-11 23 22.59,bllac,0.683,bzcat
5BZQJ1955+1358,19 55 11.57,+13 58 16.28,fsrq,0.743,bzcat
5BZQJ1955+5131,19 55 42.73,+51 31 48.5,fsrq,1.214,bzcat
5BZQJ1956-3225,19 56 59.45,-32 25 45.98,fsrq,1.242,bzcat
5BZQJ1957-3845,19 57 59.82,-38 45 06.4,fsrq,0.63,bzcat
5BZQJ1959-4246,19 59 13.38,-42 46 07.78,fsrq,2.178,bzcat
5BZQJ2000-1325,20 00 42.15,-13 25 33.49,fsrq,0.222,bzcat
5BZQJ2000-1748,20 00 57.09,-17 48 57.7,fsrq,0.652,bzcat
5BZQJ2003-3251,20 03 24.11,-32 51 45.1,fsrq,3.773,bzcat
5BZQJ2004-6347,20 04 29.47,-63 47 23.31,fsrq,2.189,bzcat
5BZQJ2005-1822,20 05 17.28,-18 22 03.28,fsrq,0.868,bzcat
5BZBJ2005+7752,20 05 31.0,+77 52 43.21,bllac,0.342,bzcat
5BZQJ2006+6424,20 06 17.69,+64 24 45.39,fsrq,1.574,bzcat
5BZQJ2007+0636,20 07 11.92,+06 36 44.6,fsrq,2.864,bzcat
5BZQJ2007+6607,20 07 28.77,+66 07 22.51,fsrq,1.325,bzcat
5BZQJ2007+4029,20 07 44.93,+40 29 48.58,fsrq,1.736,bzcat
5BZQJ2007-4434,20 07 55.18,-44 34 44.29,fsrq,0.24,bzcat
5BZUJ2008-0418,20 08 24.42,-04 18 29.3,uncertain,0.589,bzcat
5BZQJ2009+0727,20 09 55.5,+07 27 13.71,fsrq,0.762,bzcat
5BZQJ2010-2523,20 10 19.75,-25 23 59.31,fsrq,0.825,bzcat
5BZQJ2010+6116,20 10 49.29,+61 16 15.2,fsrq,0.87,bzcat
5BZQJ2011-1546,20 11 15.71,-15 46 40.29,fsrq,1.178,bzcat
5BZBJ2014+0648,20 14 31.07,+06 48 52.3,bllac,0.341,bzcat
5BZQJ2015-1252,20 15 13.69,-12 52 56.89,fsrq,0.614,bzcat
5BZQJ2015+6554,20 15 55.37,+65 54 52.7,fsrq,2.845,bzcat
5BZQJ2017+7440,20 17 13.08,+74 40 48.0,fsrq,2.187,bzcat
5BZQJ2017+0603,20 17 13.4,+06 03 07.19,fsrq,1.743,bzcat
5BZQJ2018-1109,20 18 28.01,-11 09 55.51,fsrq,0.9,bzcat
5BZQJ2018-0509,20 18 57.76,-05 09 29.41,fsrq,0.905,bzcat
5BZQJ2019-5201,20 19 04.38,-52 01 39.5,fsrq,1.717,bzcat
5BZQJ2020+6747,20 20 18.9,+67 47 06.39,fsrq,2.571,bzcat
5BZQJ2022+6136,20 22 06.67,+61 36 58.78,fsrq,0.228,bzcat
5BZQJ2023-3655,20 23 46.09,-36 55 20.99,fsrq,1.048,bzcat
5BZQJ2024-3253,20 24 35.57,-32 53 35.91,fsrq,1.465,bzcat
5BZQJ2024+1718,20 24 56.56,+17 18 13.21,fsrq,1.05,bzcat
5BZQJ2025+0316,20 25 09.63,+03 16 44.5,fsrq,2.21,bzcat
5BZQJ2025-0735,20 25 40.66,-07 35 52.69,fsrq,1.388,bzcat
5BZQJ2025-2845,20 25 53.61,-28 45 48.7,fsrq,0.884,bzcat
5BZQJ2027-0831,20 27 52.6,-08 31 55.88,fsrq,1.697,bzcat
5BZUJ2030-0622,20 30 15.13,-06 22 14.91,uncertain,0.671,bzcat
5BZQJ2030-0503,20 30 22.42,-05 03 12.81,fsrq,0.543,bzcat
5BZUJ2030-3039,20 30 57.93,-30 39 24.4,uncertain,0.539,bzcat
5BZQJ2031+0239,20 31 47.24,+02 39 37.29,fsrq,0.858,bzcat
5BZQJ2031+5455,20 31 47.95,+54 55 03.1,fsrq,1.262,bzcat
5BZUJ2031+1219,20 31 54.99,+12 19 41.3,uncertain,1.215,bzcat
5BZUJ2034+1154,20 34 37.11,+11 54 31.39,uncertain,0.607,bzcat
5BZQJ2035+1056,20 35 22.32,+10 56 06.79,fsrq,0.601,bzcat
5BZQJ2035-6944,20 35 40.86,-69 44 07.29,fsrq,0.875,bzcat
5BZQJ2035-6846,20 35 48.88,-68 46 33.81,fsrq,1.084,bzcat
5BZQJ2035-6602,20 35 51.52,-66 02 07.51,fsrq,2.296,bzcat
5BZQJ2036-2830,20 36 37.77,-28 30 26.49,fsrq,2.308,bzcat
5BZQJ2036-0629,20 36 40.7,-06 29 03.8,fsrq,1.636,bzcat
5BZQJ2036-2146,20 36 51.17,-21 46 36.69,fsrq,2.299,bzcat
5BZQJ2037-1522,20 37 27.94,-15 22 00.51,fsrq,1.802,bzcat
5BZQJ2038+5119,20 38 37.02,+51 19 12.68,fsrq,1.686,bzcat
5BZBJ2038-2636,20 38 44.98,-26 36 31.71,bllac,0.437,bzcat
5BZBJ2039+5219,20 39 23.5,+52 19 49.9,uncertain,0.053,bzcat
5BZQJ2039-7206,20 39 58.07,-72 06 56.3,fsrq,1.0,bzcat
5BZQJ2040-2507,20 40 08.76,-25 07 46.7,fsrq,1.574,bzcat
5BZQJ2042-2255,20 42 54.24,-22 55 59.91,fsrq,2.12,bzcat
5BZQJ2042-2223,20 42 57.28,-22 23 26.91,fsrq,3.63,bzcat
5BZQJ2043+1255,20 43 10.2,+12 55 13.58,fsrq,3.277,bzcat
5BZQJ2047-1639,20 47 19.67,-16 39 05.79,fsrq,1.932,bzcat
5BZBJ2047-2908,20 47 35.9,-29 08 58.99,bllac,0.333,bzcat
5BZQJ2050-2628,20 50 24.69,-26 28 18.58,fsrq,1.633,bzcat
5BZQJ2050+3127,20 50 51.12,+31 27 27.39,fsrq,3.18,bzcat
5BZUJ2051+1743,20 51 35.58,+17 43 36.91,uncertain,0.195,bzcat
5BZQJ2052-6523,20 52 06.71,-65 23 11.5,fsrq,1.15,bzcat
5BZQJ2056-4714,20 56 16.36,-47 14 47.61,fsrq,1.491,bzcat
5BZQJ2056-3857,20 56 54.9,-38 57 16.59,fsrq,1.937,bzcat
5BZQJ2057-3734,20 57 41.59,-37 34 03.0,fsrq,1.071,bzcat
5BZQJ2101-2933,21 01 01.66,-29 33 27.79,fsrq,1.492,bzcat
5BZQJ2101+0341,21 01 38.82,+03 41 31.3,fsrq,1.012,bzcat
5BZUJ2105-4848,21 05 01.15,-48 48 46.51,uncertain,1.041,bzcat
5BZQJ2106+2135,21 06 10.81,+21 35 35.98,fsrq,0.647,bzcat
5BZQJ2106+0231,21 06 28.14,+02 31 37.81,fsrq,2.942,bzcat
5BZQJ2108-2911,21 08 07.39,-29 11 17.19,fsrq,1.566,bzcat
5BZQJ2108+1430,21 08 41.03,+14 30 27.0,fsrq,2.017,bzcat
5BZBJ2108-0250,21 08 44.72,-02 50 34.18,bllac,0.149,bzcat
5BZQJ2109-4110,21 09 33.18,-41 10 20.6,fsrq,1.058,bzcat
5BZQJ2109-1332,21 09 49.9,-13 32 45.99,fsrq,1.226,bzcat
5BZQJ2110-1020,21 10 00.97,-10 20 57.29,fsrq,2.5,bzcat
5BZQJ2110+0809,21 10 09.67,+08 09 55.4,fsrq,1.58,bzcat
5BZQJ2110-0126,21 10 22.62,-01 26 58.19,fsrq,0.904,bzcat
5BZQJ2114-6851,21 14 13.4,-68 51 02.3,fsrq,2.91,bzcat
5BZQJ2114+2832,21 14 58.32,+28 32 57.19,fsrq,2.345,bzcat
5BZQJ2115+2933,21 15 29.4,+29 33 38.41,fsrq,1.514,bzcat
5BZQJ2116-5527,21 16 29.82,-55 27 20.41,fsrq,1.722,bzcat
5BZQJ2117+0502,21 17 20.72,+05 02 57.58,fsrq,1.794,bzcat
5BZQJ2118+0013,21 18 17.39,+00 13 16.71,fsrq,0.463,bzcat
5BZQJ2118-0636,21 18 43.24,-06 36 18.0,fsrq,0.328,bzcat
5BZQJ2119-1106,21 19 39.89,-11 06 14.11,fsrq,1.844,bzcat
5BZQJ2121+1901,21 21 00.6,+19 01 28.3,fsrq,2.18,bzcat
5BZQJ2121-6111,21 21 04.07,-61 11 24.61,fsrq,1.017,bzcat
5BZQJ2123+0535,21 23 44.51,+05 35 22.09,fsrq,1.941,bzcat
5BZQJ2123-3046,21 23 48.6,-30 46 05.41,fsrq,1.879,bzcat
