id , Source name , aro-aox-arx
1204 , "5BZGJ0856+5418 " , 1.397
1205 , "5BZUJ0856+0140 " , -9.9
1206 , "5BZBJ0856+2057 " , -9.9
1207 , "5BZBJ0856-1105 " , 1.571
1208 , "5BZQJ0856+1739 " , -9.9
1209 , "5BZQJ0856+2111 " , -9.9
1210 , "5BZGJ0857+0627 " , 1.226
1211 , "5BZBJ0857+0135 " , 1.289
1212 , "5BZQJ0858-1950 " , 1.189
1213 , "5BZBJ0859+8345 " , 0.816
1214 , "5BZBJ0859+0047 " , 0.903
1215 , "5BZBJ0859+6217 " , 1.151
1216 , "5BZQJ0900+4108 " , -9.9
1217 , "5BZBJ0900+6742 " , -9.9
1218 , "5BZQJ0900-2808 " , 1.266
1219 , "5BZQJ0901+0448 " , -9.9
1220 , "5BZQJ0901-0037 " , -9.9
1221 , "5BZBJ0901+3752 " , -9.9
1222 , "5BZQJ0901-0702 " , 1.365
1223 , "5BZQJ0901+6551 " , 0.851
1224 , "5BZBJ0902+4544 " , -9.9
1225 , "5BZQJ0902-1415 " , 1.453
1226 , "5BZQJ0902+5402 " , -9.9
1227 , "5BZBJ0902+2050 " , 1.696
1228 , "5BZQJ0902+4310 " , -9.9
1229 , "5BZQJ0903-1721 " , -9.9
1230 , "5BZQJ0903+4651 " , 1.182
1231 , "5BZGJ0903+4055 " , 1.258
1232 , "5BZBJ0903+2853 " , -9.9
1233 , "5BZQJ0903+6757 " , 1.308
1234 , "5BZQJ0903+5151 " , -9.9
1235 , "5BZQJ0904-2552 " , -9.9
1236 , "5BZUJ0904-5735 " , -9.9
1237 , "5BZBJ0905+1358 " , 1.631
1238 , "5BZGJ0905+4705 " , -9.9
1239 , "5BZQJ0905+2849 " , -9.9
1240 , "5BZGJ0906+4636 " , -9.9
1241 , "5BZBJ0906-0905 " , 1.337
1242 , "5BZQJ0906+6930 " , 0.97
1243 , "5BZQJ0906-2019 " , 1.368
1244 , "5BZGJ0906+4124 " , -9.9
1245 , "5BZBJ0907+0857 " , -9.9
1246 , "5BZUJ0908-0959 " , 2.162
1247 , "5BZQJ0908+4150 " , 1.136
1248 , "5BZBJ0908+1609 " , -9.9
1249 , "5BZBJ0909+2311 " , 1.171
1250 , "5BZQJ0909+0121 " , 1.272
1251 , "5BZQJ0909-7445 " , -9.9
1252 , "5BZQJ0909+5216 " , 1.301
1253 , "5BZUJ0909+4253 " , 1.248
1254 , "5BZBJ0909+0200 " , -9.9
1255 , "5BZQJ0909-0231 " , 1.367
1256 , "5BZBJ0909+3106 " , 1.138
1257 , "5BZBJ0910+3329 " , 1.49
1258 , "5BZQJ0910+2248 " , 1.039
1259 , "5BZBJ0910+2548 " , -9.9
1260 , "5BZBJ0910+3902 " , -9.9
1261 , "5BZBJ0911+3349 " , -9.9
1262 , "5BZBJ0911+2949 " , -9.9
1263 , "5BZGJ0912+5320 " , 1.814
1264 , "5BZBJ0912+2759 " , 1.134
1265 , "5BZQJ0912+4126 " , -9.9
1266 , "5BZGJ0912+4235 " , 1.574
1267 , "5BZGJ0912+1555 " , 1.122
1268 , "5BZBJ0913-2103 " , 1.295
1269 , "5BZBJ0913+8133 " , 0.514
1270 , "5BZQJ0914+0245 " , 1.094
1271 , "5BZQJ0915+0007 " , -9.9
1272 , "5BZBJ0915+2933 " , 1.257
1273 , "5BZBJ0915+4738 " , 1.125
1274 , "5BZQJ0916+3854 " , 1.324
1275 , "5BZGJ0916+5238 " , 1.211
1276 , "5BZQJ0917-2131 " , 1.443
1277 , "5BZBJ0917+4029 " , -9.9
1278 , "5BZQJ0918+0636 " , -9.9
1279 , "5BZBJ0918+0213 " , -9.9
1280 , "5BZBJ0919+3324 " , -9.9
1281 , "5BZBJ0919+1106 " , 0.94
1282 , "5BZBJ0920+3910 " , 0.833
1283 , "5BZQJ0920-2956 " , 1.426
1284 , "5BZQJ0920+4441 " , 1.089
1285 , "5BZQJ0921+7136 " , 1.168
1286 , "5BZQJ0921-2618 " , -9.9
1287 , "5BZQJ0921+6215 " , -9.9
1288 , "5BZUJ0921-8209 " , -9.9
1289 , "5BZBJ0921+2335 " , 1.488
1290 , "5BZBJ0921+2455 " , -9.9
1291 , "5BZBJ0922+2346 " , -9.9
1292 , "5BZQJ0922-0529 " , 1.424
1293 , "5BZUJ0923+4125 " , -9.9
1294 , "5BZUJ0923-2135 " , 1.693
1295 , "5BZQJ0923+2815 " , -9.9
1296 , "5BZBJ0924+0533 " , 1.022
1297 , "5BZBJ0924+5300 " , 0.943
1298 , "5BZQJ0924+0309 " , 1.482
1299 , "5BZQJ0925+0019 " , -9.9
1300 , "5BZBJ0925+5958 " , 1.061
1301 , "5BZBJ0925+3127 " , -9.9
1302 , "5BZQJ0925+1658 " , 1.205
1303 , "5BZQJ0926+4029 " , -9.9
1304 , "5BZBJ0926+5411 " , -9.9
1305 , "5BZBJ0926+0803 " , -9.9
1306 , "5BZQJ0927+3902 " , 1.223
1307 , "5BZGJ0927+5327 " , 1.376
1308 , "5BZGJ0927+5545 " , 1.612
1309 , "5BZGJ0927-0900 " , 1.342
1310 , "5BZQJ0927-2034 " , 1.335
1311 , "5BZQJ0928+4446 " , -9.9
1312 , "5BZBJ0928+4048 " , 1.387
1313 , "5BZBJ0929+1945 " , -9.9
1314 , "5BZBJ0929+5013 " , 1.558
1315 , "5BZBJ0929+8612 " , 1.319
1316 , "5BZQJ0930+4644 " , 1.12
1317 , "5BZBJ0930+4950 " , 0.591
1318 , "5BZQJ0930+0034 " , -9.9
1319 , "5BZBJ0930+3503 " , 0.807
1320 , "5BZBJ0930+3933 " , 0.508
1321 , "5BZGJ0932+3630 " , 1.598
1322 , "5BZQJ0932-2016 " , -9.9
1323 , "5BZQJ0932-3405 " , 1.351
1324 , "5BZBJ0932+1042 " , 1.26
1325 , "5BZQJ0932+5306 " , -9.9
1326 , "5BZQJ0933+4615 " , 1.349
1327 , "5BZUJ0933+0003 " , 0.915
1328 , "5BZQJ0933-0819 " , -9.9
1329 , "5BZBJ0934+3926 " , -9.9
1330 , "5BZQJ0934+4908 " , -9.9
1331 , "5BZBJ0934-1721 " , 1.149
1332 , "5BZQJ0935-3332 " , -9.9
1333 , "5BZBJ0936+1850 " , -9.9
1334 , "5BZQJ0937+5008 " , 1.077
1335 , "5BZBJ0938+3717 " , -9.9
1336 , "5BZQJ0938-0708 " , -9.9
1337 , "5BZQJ0939+4141 " , -9.9
1338 , "5BZBJ0940+2603 " , 1.01
1339 , "5BZGJ0940+6148 " , 1.255
1340 , "5BZQJ0941-1335 " , -9.9
1341 , "5BZQJ0941+2728 " , -9.9
1342 , "5BZBJ0941+2722 " , -9.9
1343 , "5BZQJ0941-8615 " , -9.9
1344 , "5BZQJ0942+6403 " , -9.9
1345 , "5BZBJ0942-0759 " , -9.9
1346 , "5BZBJ0942+2844 " , 1.045
1347 , "5BZBJ0942+5416 " , -9.9
1348 , "5BZQJ0943+1702 " , -9.9
1349 , "5BZBJ0943-0709 " , 0.804
1350 , "5BZBJ0944+5735 " , 0.707
1351 , "5BZBJ0944+5557 " , 1.383
1352 , "5BZBJ0944-1347 " , 1.341
1353 , "5BZQJ0945+4636 " , -9.9
1354 , "5BZBJ0945+5757 " , 1.563
1355 , "5BZBJ0946+4735 " , 1.212
1356 , "5BZGJ0946+5819 " , -9.9
1357 , "5BZBJ0946+0104 " , 0.764
1358 , "5BZQJ0946+1017 " , -9.9
1359 , "5BZBJ0947+2215 " , -9.9
1360 , "5BZBJ0947+3453 " , -9.9
1361 , "5BZQJ0947-7731 " , -9.9
1362 , "5BZQJ0948-3223 " , -9.9
1363 , "5BZGJ0948+5535 " , -9.9
1364 , "5BZQJ0948+4039 " , 1.402
1365 , "5BZQJ0948+0022 " , 0.912
1366 , "5BZQJ0949+1752 " , 1.447
1367 , "5BZGJ0950+1804 " , -9.9
1368 , "5BZBJ0950+0615 " , -9.9
1369 , "5BZBJ0950+4553 " , 1.299
1370 , "5BZBJ0951+0102 " , 1.099
1371 , "5BZQJ0951-2123 " , 1.25
1372 , "5BZBJ0952+3936 " , 0.712
1373 , "5BZBJ0952+7502 " , 1.415
1374 , "5BZQJ0952+5048 " , 1.555
1375 , "5BZQJ0952-2453 " , -9.9
1376 , "5BZQJ0952+3512 " , -9.9
1377 , "5BZBJ0952+6538 " , 1.393
1378 , "5BZBJ0953-0840 " , 1.236
1379 , "5BZQJ0953+3225 " , 1.349
1380 , "5BZQJ0953+1720 " , 1.276
1381 , "5BZBJ0954+4914 " , 0.98
1382 , "5BZUJ0954-0503 " , 1.348
1383 , "5BZUJ0954+5719 " , 1.377
1384 , "5BZBJ0955+0833 " , -9.9
1385 , "5BZUJ0955+4838 " , -9.9
1386 , "5BZBJ0955+3551 " , 0.824
1387 , "5BZQJ0955-1845 " , -9.9
1388 , "5BZQJ0955+4532 " , 1.364
1389 , "5BZBJ0956+0156 " , 0.702
1390 , "5BZQJ0956+2515 " , 1.264
1391 , "5BZQJ0957-1350 " , 1.479
1392 , "5BZQJ0957-0156 " , -9.9
1393 , "5BZQJ0957+5522 " , 1.292
1394 , "5BZBJ0958-0317 " , 0.921
1395 , "5BZQJ0958+4725 " , 1.14
1396 , "5BZQJ0958+5039 " , -9.9
1397 , "5BZQJ0958-4110 " , -9.9
1398 , "5BZBJ0958+6533 " , 1.726
1399 , "5BZBJ0959+2123 " , 0.892
1400 , "5BZUJ1000+2233 " , 1.281
1401 , "5BZBJ1000+5746 " , -9.9
1402 , "5BZBJ1001+2911 " , 1.441
1403 , "5BZQJ1001+3424 " , -9.9
1404 , "5BZGJ1001+2048 " , 1.325
1405 , "5BZQJ1001+1015 " , -9.9
1406 , "5BZQJ1001-4438 " , 1.668
1407 , "5BZBJ1002+2216 " , 1.185
1408 , "5BZQJ1002+1216 " , 0.991
1409 , "5BZQJ1003+6813 " , 1.62
1410 , "5BZQJ1003+3244 " , 1.375
1411 , "5BZQJ1004+4626 " , 1.3
1412 , "5BZBJ1004+3752 " , 1.059
1413 , "5BZQJ1004-0119 " , -9.9
1414 , "5BZQJ1006-7409 " , -9.9
1415 , "5BZBJ1006+6440 " , 1.103
1416 , "5BZQJ1006+0509 " , 0.827
1417 , "5BZQJ1006-2159 " , 1.588
1418 , "5BZBJ1006+3454 " , 0.997
1419 , "5BZQJ1007-0207 " , -9.9
1420 , "5BZQJ1007-1247 " , -9.9
1421 , "5BZQJ1007+5802 " , -9.9
1422 , "5BZQJ1007-3333 " , 1.35
1423 , "5BZQJ1007+1356 " , -9.9
1424 , "5BZBJ1008+0621 " , 1.392
1425 , "5BZBJ1008+4705 " , 0.549
1426 , "5BZQJ1008+0416 " , 1.099
1427 , "5BZQJ1008+4400 " , 1.295
1428 , "5BZBJ1009+0145 " , -9.9
1429 , "5BZUJ1010-0730 " , -9.9
1430 , "5BZQJ1010+8250 " , 1.345
1431 , "5BZBJ1010-3119 " , 1.174
1432 , "5BZQJ1010-0200 " , 1.084
1433 , "5BZQJ1010+3330 " , -9.9
1434 , "5BZBJ1011+0106 " , -9.9
1435 , "5BZQJ1011+4700 " , 1.196
1436 , "5BZQJ1011-0423 " , 1.508
1437 , "5BZQJ1011-3223 " , -9.9
1438 , "5BZQJ1012-3304 " , -9.9
1439 , "5BZBJ1012+0630 " , 1.508
1440 , "5BZQJ1012+2312 " , 0.962
1441 , "5BZQJ1012-3740 " , -9.9
1442 , "5BZQJ1012-4259 " , 1.112
1443 , "5BZQJ1012+2439 " , 1.168
1444 , "5BZBJ1012+4229 " , 0.856
1445 , "5BZGJ1012+3932 " , 1.416
1446 , "5BZQJ1013+3445 " , -9.9
1447 , "5BZQJ1013+2449 " , 1.435
1448 , "5BZQJ1014+2301 " , 1.319
1449 , "5BZBJ1015+4926 " , 1.166
1450 , "5BZBJ1015+1227 " , -9.9
1451 , "5BZQJ1015+5551 " , -9.9
1452 , "5BZQJ1015-1952 " , -9.9
1453 , "5BZQJ1015+0109 " , 1.34
1454 , "5BZQJ1016+0513 " , 1.257
1455 , "5BZQJ1016+2037 " , 1.212
1456 , "5BZQJ1017+6116 " , 1.328
1457 , "5BZBJ1018+1906 " , -9.9
1458 , "5BZQJ1018+3542 " , 1.349
1459 , "5BZQJ1018+0530 " , -9.9
1460 , "5BZQJ1018-3123 " , 1.451
1461 , "5BZGJ1018+3128 " , 1.435
1462 , "5BZBJ1018+5911 " , 1.651
1463 , "5BZBJ1019-2708 " , -9.9
1464 , "5BZBJ1019+6320 " , -9.9
1465 , "5BZQJ1019-0024 " , -9.9
1466 , "5BZGJ1020+6250 " , 1.404
1467 , "5BZBJ1021+1625 " , 0.822
1468 , "5BZUJ1021+4523 " , 1.288
1469 , "5BZQJ1021+3437 " , -9.9
1470 , "5BZBJ1021+3806 " , 0.95
1471 , "5BZBJ1021+1411 " , -9.9
1472 , "5BZGJ1022+5124 " , 1.093
1473 , "5BZQJ1022+4239 " , -9.9
1474 , "5BZQJ1022+3931 " , 1.405
1475 , "5BZBJ1022-0113 " , 1.074
1476 , "5BZQJ1023+2649 " , -9.9
1477 , "5BZQJ1023+3948 " , 1.235
1478 , "5BZQJ1023+2856 " , -9.9
1479 , "5BZQJ1023+3953 " , -9.9
1480 , "5BZBJ1023+3000 " , 1.094
1481 , "5BZBJ1023-4336 " , 1.064
1482 , "5BZQJ1024-3234 " , -9.9
1483 , "5BZQJ1024+1912 " , 1.186
1484 , "5BZBJ1024+2332 " , 1.383
1485 , "5BZQJ1025+4143 " , 1.119
1486 , "5BZBJ1025+0402 " , 1.058
1487 , "5BZQJ1025-0509 " , -9.9
1488 , "5BZQJ1025+1253 " , 1.098
1489 , "5BZQJ1026+2542 " , -9.9
1490 , "5BZUJ1026+6746 " , 1.351
1491 , "5BZBJ1026-8543 " , 1.685
1492 , "5BZBJ1026-1748 " , 1.329
1493 , "5BZBJ1026+5147 " , -9.9
1494 , "5BZBJ1027+0609 " , 1.066
1495 , "5BZQJ1027+4803 " , 1.295
1496 , "5BZBJ1027+6317 " , 1.126
1497 , "5BZBJ1027+3526 " , 0.742
1498 , "5BZQJ1028+0255 " , -9.9
1499 , "5BZGJ1028+0555 " , 1.411
1500 , "5BZQJ1028-0236 " , 1.286
1501 , "5BZQJ1028-0100 " , -9.9
1502 , "5BZQJ1028-0844 " , 1.082
1503 , "5BZGJ1028+1702 " , 1.496
1504 , "5BZQJ1029-1852 " , -9.9
1505 , "5BZUJ1030+3102 " , 1.235
1506 , "5BZBJ1031+5053 " , 0.818
1507 , "5BZUJ1031+7441 " , 1.74
1508 , "5BZQJ1031+6020 " , 1.275
1509 , "5BZQJ1032-1400 " , 1.451
1510 , "5BZBJ1032+0401 " , -9.9
1511 , "5BZBJ1032+0309 " , -9.9
1512 , "5BZBJ1032+6623 " , -9.9
1513 , "5BZBJ1032+3738 " , -9.9
1514 , "5BZQJ1032+6051 " , 1.137
1515 , "5BZQJ1033+4116 " , 1.033
1516 , "5BZGJ1033+4222 " , 1.545
1517 , "5BZQJ1033+3935 " , -9.9
1518 , "5BZUJ1033+0711 " , -9.9
1519 , "5BZBJ1033-1436 " , 1.137
1520 , "5BZQJ1033+6051 " , 1.046
1521 , "5BZQJ1035-2011 " , 1.184
1522 , "5BZQJ1035+5652 " , 1.346
1523 , "5BZBJ1035+0723 " , -9.9
1524 , "5BZQJ1035+3756 " , -9.9
1525 , "5BZQJ1036+1440 " , -9.9
1526 , "5BZQJ1036+2203 " , 1.161
1527 , "5BZBJ1036+1233 " , -9.9
1528 , "5BZQJ1036-0605 " , -9.9
1529 , "5BZQJ1036-3744 " , 1.162
1530 , "5BZQJ1037-2934 " , 1.288
1531 , "5BZQJ1037+0424 " , -9.9
1532 , "5BZQJ1037-2823 " , 1.332
1533 , "5BZBJ1037+5711 " , 1.418
1534 , "5BZQJ1038-4325 " , -9.9
1535 , "5BZBJ1038+3927 " , -9.9
1536 , "5BZQJ1038+0512 " , 1.156
1537 , "5BZQJ1039-1541 " , -9.9
1538 , "5BZBJ1040+0947 " , -9.9
1539 , "5BZQJ1041+0610 " , 1.19
1540 , "5BZGJ1041+1324 " , 1.573
1541 , "5BZQJ1041-4740 " , 1.566
1542 , "5BZQJ1041+5233 " , 1.42
1543 , "5BZGJ1041+3901 " , 1.395
1544 , "5BZQJ1042-4143 " , 1.381
1545 , "5BZBJ1042+1513 " , -9.9
1546 , "5BZQJ1043+2408 " , 1.306
1547 , "5BZBJ1043+0653 " , -9.9
1548 , "5BZQJ1044+2959 " , -9.9
1549 , "5BZQJ1044+5322 " , 1.056
1550 , "5BZQJ1044+6037 " , 1.188
1551 , "5BZQJ1044+8054 " , 1.175
1552 , "5BZQJ1045+0624 " , 1.434
1553 , "5BZQJ1046+5354 " , 1.199
1554 , "5BZBJ1046-2535 " , 0.942
1555 , "5BZQJ1047-1308 " , -9.9
1556 , "5BZQJ1047+4835 " , 1.295
1557 , "5BZQJ1047+2635 " , -9.9
1558 , "5BZBJ1047+5437 " , 1.135
1559 , "5BZBJ1047+7238 " , -9.9
1560 , "5BZQJ1048-1909 " , 1.212
1561 , "5BZUJ1048+7143 " , 1.311
1562 , "5BZGJ1048+5009 " , 1.135
1563 , "5BZUJ1049+2338 " , -9.9
1564 , "5BZQJ1049+3737 " , -9.9
1565 , "5BZQJ1049-2231 " , -9.9
1566 , "5BZBJ1049+1548 " , -9.9
1567 , "5BZQJ1050+0432 " , -9.9
1568 , "5BZQJ1050-3517 " , -9.9
1569 , "5BZQJ1050+3430 " , 1.057
1570 , "5BZQJ1051+2027 " , -9.9
1571 , "5BZQJ1051-3138 " , -9.9
1572 , "5BZUJ1051+4644 " , -9.9
1573 , "5BZBJ1051+3943 " , 0.878
1574 , "5BZQJ1051+2119 " , 1.237
1575 , "5BZBJ1051+0103 " , 1.297
1576 , "5BZGJ1052+4241 " , -9.9
1577 , "5BZQJ1053-0014 " , 1.144
1578 , "5BZGJ1053+4929 " , 1.578
1579 , "5BZQJ1053+5401 " , 1.219
1580 , "5BZBJ1054+2210 " , 1.442
1581 , "5BZQJ1054+3855 " , 1.308
1582 , "5BZQJ1054-0713 " , -9.9
1583 , "5BZBJ1055-0126 " , 1.191
1584 , "5BZGJ1056+0252 " , 0.922
1585 , "5BZQJ1056+7011 " , 1.021
1586 , "5BZBJ1057+2303 " , 0.693
1587 , "5BZQJ1057-2342 " , -9.9
1588 , "5BZBJ1057-2754 " , 1.597
1589 , "5BZBJ1057-0059 " , 0.991
1590 , "5BZQJ1057-2509 " , 1.127
1591 , "5BZQJ1057-2433 " , -9.9
1592 , "5BZQJ1058-3024 " , 1.262
1593 , "5BZBJ1058+4304 " , -9.9
1594 , "5BZQJ1058-0309 " , -9.9
1595 , "5BZQJ1058+8114 " , 1.252
1596 , "5BZQJ1058+1951 " , 1.247
1597 , "5BZUJ1058+0133 " , 1.226
1598 , "5BZBJ1058+2817 " , 1.346
1599 , "5BZBJ1058+5628 " , 1.245
1600 , "5BZBJ1058-8003 " , 1.514
1601 , "5BZBJ1059-1134 " , 1.573
1602 , "5BZQJ1059+2057 " , -9.9
1603 , "5BZGJ1059+4343 " , 1.386
1604 , "5BZUJ1059+4051 " , 1.539
1605 , "5BZGJ1100+4210 " , 1.433
1606 , "5BZBJ1100+4019 " , 0.948
1607 , "5BZQJ1100-4249 " , 1.216
1608 , "5BZBJ1101+4108 " , 1.17
1609 , "5BZQJ1101+7225 " , 1.333
1610 , "5BZQJ1101+6241 " , 1.124
1611 , "5BZQJ1102-4404 " , -9.9
1612 , "5BZQJ1102+2757 " , -9.9
1613 , "5BZBJ1102+3801 " , 1.256
1614 , "5BZQJ1102+5941 " , -9.9
1615 , "5BZQJ1103+3014 " , 1.209
1616 , "5BZQJ1103-3251 " , 1.326
1617 , "5BZBJ1103-2329 " , 1.04
1618 , "5BZBJ1103-5357 " , 1.906
1619 , "5BZGJ1103+0022 " , -9.9
1620 , "5BZBJ1104+0730 " , -9.9
1621 , "5BZBJ1104+3812 " , 0.893
1622 , "5BZQJ1104-2431 " , -9.9
1623 , "5BZQJ1104+6038 " , 1.29
1624 , "5BZGJ1105+4653 " , -9.9
1625 , "5BZQJ1105-3928 " , -9.9
1626 , "5BZQJ1105-1813 " , 1.367
1627 , "5BZQJ1105+0202 " , 1.576
1628 , "5BZGJ1105+3946 " , -9.9
1629 , "5BZQJ1106+2812 " , 1.271
1630 , "5BZBJ1107+5010 " , -9.9
1631 , "5BZQJ1107-4449 " , 1.398
1632 , "5BZQJ1107+5219 " , -9.9
1633 , "5BZBJ1107+0222 " , -9.9
1634 , "5BZQJ1107+7232 " , 1.428
1635 , "5BZQJ1107-3043 " , 1.027
1636 , "5BZBJ1107+1502 " , 0.953
1637 , "5BZQJ1108+4330 " , -9.9
1638 , "5BZQJ1108+0811 " , -9.9
1639 , "5BZBJ1108+2615 " , -9.9
1640 , "5BZGJ1108+0202 " , 1.692
1641 , "5BZGJ1108-0149 " , 1.377
1642 , "5BZBJ1109+2411 " , -9.9
1643 , "5BZBJ1109+3736 " , -9.9
1644 , "5BZBJ1110-1835 " , 1.324
1645 , "5BZBJ1110+7133 " , 1.283
1646 , "5BZQJ1110+4403 " , -9.9
1647 , "5BZBJ1110+3539 " , 1.172
1648 , "5BZBJ1110+1704 " , -9.9
1649 , "5BZQJ1111+5227 " , 1.509
1650 , "5BZQJ1111+1530 " , 1.205
1651 , "5BZBJ1111+3452 " , 0.567
1652 , "5BZBJ1112+2608 " , 1.121
1653 , "5BZBJ1112+1751 " , 1.02
1654 , "5BZQJ1112-3745 " , 1.443
1655 , "5BZQJ1112+3446 " , 1.111
1656 , "5BZBJ1112-2712 " , -9.9
1657 , "5BZQJ1113-3549 " , -9.9
1658 , "5BZQJ1113+1442 " , 1.207
1659 , "5BZQJ1114-0816 " , -9.9
1660 , "5BZQJ1114-0247 " , -9.9
1661 , "5BZUJ1116+0829 " , -9.9
1662 , "5BZBJ1117+2014 " , 0.719
1663 , "5BZBJ1117+0006 " , 0.859
1664 , "5BZBJ1117+2548 " , 1.494
1665 , "5BZBJ1117+5355 " , 1.435
1666 , "5BZQJ1118-1232 " , 1.258
1667 , "5BZQJ1118-3054 " , 1.54
1668 , "5BZQJ1118-4634 " , 1.439
1669 , "5BZQJ1118+1234 " , 1.14
1670 , "5BZGJ1119+0900 " , 1.384
1671 , "5BZQJ1119+6004 " , 1.516
1672 , "5BZBJ1119-3047 " , 0.729
1673 , "5BZQJ1119+0410 " , 0.911
1674 , "5BZQJ1119+1656 " , 1.072
1675 , "5BZQJ1120-2719 " , -9.9
1676 , "5BZQJ1120+5404 " , 1.274
1677 , "5BZQJ1120+0704 " , 1.119
1678 , "5BZBJ1120+4212 " , 1.044
1679 , "5BZQJ1120-1420 " , -9.9
1680 , "5BZBJ1120+0144 " , 0.981
1681 , "5BZQJ1121-1722 " , -9.9
1682 , "5BZQJ1121-0553 " , 1.357
1683 , "5BZBJ1121-0711 " , -9.9
1684 , "5BZQJ1121-0442 " , -9.9
1685 , "5BZGJ1121+4314 " , -9.9
1686 , "5BZQJ1122-2532 " , -9.9
1687 , "5BZBJ1122+4316 " , -9.9
1688 , "5BZQJ1122+1805 " , 1.425
1689 , "5BZBJ1123+7229 " , 0.908
1690 , "5BZQJ1124-1501 " , -9.9
1691 , "5BZQJ1124+2336 " , 1.051
1692 , "5BZBJ1124+2045 " , 1.295
1693 , "5BZGJ1124+5133 " , -9.9
1694 , "5BZBJ1124+4934 " , 1.027
1695 , "5BZBJ1125+2143 " , -9.9
1696 , "5BZBJ1125-3557 " , 1.742
1697 , "5BZQJ1125+0001 " , -9.9
1698 , "5BZBJ1125-0742 " , 1.078
1699 , "5BZQJ1125+2610 " , -9.9
1700 , "5BZQJ1126+4516 " , 1.378
1701 , "5BZQJ1127-1857 " , 0.66
1702 , "5BZBJ1127+0555 " , -9.9
1703 , "5BZQJ1127+5650 " , 1.086
1704 , "5BZQJ1127+3620 " , -9.9
1705 , "5BZQJ1128+5925 " , -9.9
1706 , "5BZBJ1129+3756 " , -9.9
1707 , "5BZBJ1129+3703 " , -9.9
1708 , "5BZUJ1129-4435 " , 1.217
1709 , "5BZQJ1129-0240 " , -9.9
1710 , "5BZQJ1130-1449 " , 1.373
1711 , "5BZQJ1130+3815 " , 1.135
1712 , "5BZQJ1131+3114 " , 1.192
1713 , "5BZBJ1131+0234 " , -9.9
1714 , "5BZBJ1131+5808 " , 1.694
1715 , "5BZUJ1131-0500 " , 1.441
1716 , "5BZQJ1131-1628 " , -9.9
1717 , "5BZQJ1132+0914 " , -9.9
1718 , "5BZBJ1132+0237 " , -9.9
1719 , "5BZBJ1132+0034 " , 1.454
1720 , "5BZGJ1132+0515 " , 1.663
1721 , "5BZQJ1133+0015 " , -9.9
1722 , "5BZBJ1133-2501 " , -9.9
1723 , "5BZQJ1133+0040 " , -9.9
1724 , "5BZQJ1133-0905 " , -9.9
1725 , "5BZBJ1134-1729 " , 0.885
1726 , "5BZBJ1135+3200 " , 1.127
1727 , "5BZBJ1135+6609 " , -9.9
1728 , "5BZQJ1135-0428 " , -9.9
1729 , "5BZBJ1136+1601 " , 1.046
1730 , "5BZQJ1136-0330 " , 1.162
1731 , "5BZBJ1136+7009 " , 1.714
1732 , "5BZQJ1136+3407 " , -9.9
1733 , "5BZBJ1136+6737 " , 0.798
1734 , "5BZGJ1136+2550 " , 1.547
1735 , "5BZBJ1137-1710 " , 0.894
1736 , "5BZBJ1138+4113 " , -9.9
1737 , "5BZQJ1138+4745 " , 1.116
1738 , "5BZQJ1139-1552 " , -9.9
1739 , "5BZBJ1140+1528 " , 0.971
1740 , "5BZQJ1140+4622 " , 1.455
1741 , "5BZBJ1142+1547 " , -9.9
1742 , "5BZGJ1143+7304 " , -9.9
1743 , "5BZQJ1143+1843 " , 1.29
1744 , "5BZBJ1143+6122 " , 1.519
1745 , "5BZQJ1143+6633 " , -9.9
1746 , "5BZBJ1143+5102 " , 0.821
1747 , "5BZQJ1145+0455 " , 1.192
1748 , "5BZQJ1145-2250 " , -9.9
1749 , "5BZGJ1145-0340 " , 1.14
1750 , "5BZQJ1145-6954 " , 1.512
1751 , "5BZQJ1146-2447 " , -9.9
1752 , "5BZQJ1146-2859 " , -9.9
1753 , "5BZQJ1146+5848 " , -9.9
1754 , "5BZQJ1146+5356 " , -9.9
1755 , "5BZQJ1146+3958 " , 1.125
1756 , "5BZBJ1147-3812 " , 1.622
1757 , "5BZGJ1147+3501 " , 1.92
1758 , "5BZQJ1147-6753 " , 1.746
1759 , "5BZQJ1147-0724 " , 1.249
1760 , "5BZGJ1147+2205 " , 0.662
1761 , "5BZQJ1147+2635 " , 1.215
1762 , "5BZQJ1148+5654 " , 1.245
1763 , "5BZBJ1148+1840 " , -9.9
1764 , "5BZGJ1148+5924 " , 2.361
1765 , "5BZQJ1148-0404 " , 1.539
1766 , "5BZQJ1148+5254 " , 1.626
1767 , "5BZBJ1149+6243 " , -9.9
1768 , "5BZBJ1149+2439 " , 0.864
1769 , "5BZBJ1149+1035 " , 1.31
1770 , "5BZGJ1150+5528 " , -9.9
1771 , "5BZQJ1150+4332 " , 1
1772 , "5BZBJ1150+2417 " , 1.732
1773 , "5BZQJ1150+0156 " , 1.336
1774 , "5BZQJ1150-1930 " , -9.9
1775 , "5BZBJ1150+4154 " , 1.26
1776 , "5BZQJ1150-0023 " , 1.341
1777 , "5BZQJ1151-1723 " , -9.9
1778 , "5BZBJ1151+5859 " , 1.582
1779 , "5BZBJ1151-1347 " , -9.9
1780 , "5BZBJ1152+2837 " , -9.9
1781 , "5BZQJ1152-0841 " , 1.312
1782 , "5BZBJ1152+1531 " , -9.9
1783 , "5BZQJ1152+3209 " , 0.958
1784 , "5BZQJ1152+4939 " , 1.476
1785 , "5BZQJ1152+3307 " , 1.584
