bname,other_name,ra,dec,z,rmag,btype,flux_1400MHz,flux_143GHz,flux_xray,flux_fermi,aro,aox,arx,catalog
5BZQJ1343+2844,B2 1340+29,13 43 00.18,+28 44 07.51,0.905,17.0,fsrq,252.0,0,0.68,0.0,0.536,1.336,0.815,bzcat
5BZQJ1343+6602,S41342+663,13 43 45.95,+66 02 25.69,0.766,19.7,fsrq,214.0,0,0.11,0.0,0.767,1.231,0.949,bzcat
5BZQJ1343+5754,GB6B1342+5809,13 43 57.61,+57 54 42.51,0.933,19.0,fsrq,116.0,0,0.14,2.0E-10,0.652,1.29,0.893,bzcat
5BZQJ1344+6606,S4 1342+663,13 44 08.68,+66 06 11.59,1.351,20.1,fsrq,639.0,0,0.0,0.0,0.87,-9.9,-9.9,bzcat
5BZQJ1344-1723,2FGLJ1344.2-1723,13 44 14.4,-17 23 40.41,2.49,19.6,fsrq,340.0,0,0.0,5.0E-9,0.754,-9.9,-9.9,bzcat
5BZUJ1345+4125,B31343+416A,13 45 23.81,+41 25 41.8,0.916,18.6,uncertain,57.0,0,0.21,0.0,0.459,1.379,0.789,bzcat
5BZQJ1345+4452,S4 1343+45,13 45 33.17,+44 52 59.59,2.534,20.3,fsrq,294.0,0,0.2,2.1E-9,0.821,0.99,0.891,bzcat
5BZUJ1345+5332,1RXSJ134545.1+53,13 45 45.35,+53 32 52.29,0.135,17.0,uncertain,420.0,290,1.86,0.0,0.503,1.288,0.772,bzcat
5BZQJ1345+0706,BZQJ1345+0706,13 45 49.31,+07 06 31.1,1.093,19.7,fsrq,138.0,0,0.29,6.0E-10,0.745,1.053,0.897,bzcat
5BZGJ1346+2440,GB6J1346+2441,13 46 33.99,+24 40 58.51,0.167,17.3,bllac_gal,37.0,0,0.0,0.0,0.337,-9.9,-9.9,bzcat
5BZQJ1346-2839,CGRaBSJ1346-2839,13 46 42.55,-28 39 20.59,1.452,19.1,fsrq,67.0,0,0.0,0.0,0.606,-9.9,-9.9,bzcat
5BZQJ1347+1835,1RXSJ134724.1+18,13 47 23.48,+18 35 37.6,2.177,19.1,fsrq,365.0,0,0.22,0.0,0.749,1.163,0.932,bzcat
5BZUJ1347+3012,FBQS1347+30,13 47 37.45,+30 12 52.3,0.118,16.4,uncertain,24.0,0,0.28,0.0,0.247,1.697,0.743,bzcat
5BZQJ1347-3750,1RXSJ134741.5-37,13 47 40.43,-37 50 36.59,1.3,19.1,fsrq,208.0,0,0.48,9.0E-10,0.686,1.077,0.837,bzcat
5BZGJ1348+0756,1RXSJ134853.8+07,13 48 53.4,+07 56 47.68,0.25,17.1,bllac_gal,53.0,0,1.33,0.0,0.362,1.324,0.697,bzcat
5BZQJ1349-1110,CGRaBSJ1349-1110,13 49 03.18,-11 10 00.8,0.141,15.9,fsrq,153.0,0,0.0,0.0,0.439,-9.9,-9.9,bzcat
5BZBJ1349-1413,BZBJ1349-1413,13 49 16.04,-14 13 17.29,0.253,18.9,bllac,298.0,0,0.0,0.0,0.684,-9.9,-9.9,bzcat
5BZQJ1349-1132,PKS 1346-112,13 49 31.44,-11 32 53.8,0.34,16.4,fsrq,522.0,0,0.49,0.0,0.58,1.546,0.922,bzcat
5BZQJ1349+5341,4C 53.28,13 49 34.66,+53 41 17.01,0.979,17.4,fsrq,1096.0,226,0.35,0.0,0.689,1.381,0.927,bzcat
5BZGJ1350+0940,RXSJ13503+0940,13 50 22.14,+09 40 10.7,0.133,15.7,bllac_gal,293.0,0,3.74,0.0,0.439,1.371,0.763,bzcat
5BZGJ1350-1634,1RXSJ135035.8-16,13 50 36.13,-16 34 49.51,0.088,14.3,bllac_gal,109.0,0,1.2,0.0,0.261,1.822,0.797,bzcat
5BZQJ1350+3034,WK331,13 50 52.74,+30 34 53.61,0.712,17.9,fsrq,322.0,261,0.91,6.0E-10,0.638,1.164,0.83,bzcat
5BZQJ1351+0031,PKS 1348+007,13 51 04.45,+00 31 19.3,2.084,22.4,fsrq,316.0,0,0.0,8.0E-10,1.012,-9.9,-9.9,bzcat
5BZQJ1351+0830,GB6J1351+0830,13 51 16.92,+08 30 39.88,1.429,17.6,fsrq,346.0,0,0.0,0.0,0.629,-9.9,-9.9,bzcat
5BZBJ1351+1114,1RXSJ135120.9+11,13 51 20.85,+11 14 53.08,0.0,18.5,bllac,42.0,0,1.07,4.0E-10,0.513,1.104,0.713,bzcat
5BZBJ1351+5542,GB6J1351+5542,13 51 58.19,+55 42 11.08,0.0,19.2,bllac,87.0,0,0.0,0.0,0.66,-9.9,-9.9,bzcat
5BZBJ1352-4412,PKS 1349-439,13 52 56.52,-44 12 40.39,0.0,18.9,bllac,405.0,348,0.0,0.0,0.743,-9.9,-9.9,bzcat
5BZUJ1353+0443,1RXSJ135305.9+04,13 53 05.53,+04 43 38.71,0.523,18.0,uncertain,150.0,0,0.25,0.0,0.502,1.454,0.838,bzcat
5BZGJ1353+3741,1RXSJ135313.2+37,13 53 14.09,+37 41 13.99,0.216,16.8,bllac_gal,39.0,0,0.6,0.0,0.303,1.504,0.717,bzcat
5BZBJ1353+1435,HM 1350+14.8,13 53 22.84,+14 35 39.3,0.0,18.8,bllac,447.0,0,0.25,5.0E-10,0.707,1.279,0.901,bzcat
5BZQJ1353+7532,CRATESJ135322+75,13 53 23.15,+75 32 57.69,1.619,17.7,fsrq,132.0,0,0.0,0.0,0.563,-9.9,-9.9,bzcat
5BZQJ1353+4310,1RXSJ135341.7+43,13 53 41.71,+43 10 52.49,1.114,17.2,fsrq,19.0,0,0.49,0.0,0.362,1.352,0.732,bzcat
5BZQJ1353+0151,PKS 1351+021,13 53 51.58,+01 51 53.89,1.608,18.6,fsrq,351.0,0,0.23,0.0,0.696,1.248,0.892,bzcat
5BZQJ1354-0206,PKS 1351-018,13 54 06.9,-02 06 03.2,3.716,19.3,fsrq,733.0,0,0.48,0.0,0.794,1.021,0.923,bzcat
5BZBJ1354+3706,BZBJ1354+3706,13 54 26.7,+37 06 54.61,0.0,17.3,bllac,25.0,0,0.0,5.0E-10,0.389,-9.9,-9.9,bzcat
5BZBJ1354+0622,SDSSJ135444.21+0,13 54 44.21,+06 22 48.1,0.276,18.6,bllac,30.0,0,0.0,0.0,0.552,-9.9,-9.9,bzcat
5BZQJ1354-1041,PKS1352-104,13 54 46.51,-10 41 02.68,0.332,16.7,fsrq,768.0,0,1.76,1.3E-9,0.604,1.278,0.839,bzcat
5BZGJ1356-3421,1RXSJ135605.0-34,13 56 05.39,-34 21 10.9,0.223,15.1,bllac_gal,692.0,0,0.68,0.0,0.433,1.767,0.896,bzcat
5BZQJ1356+4136,GB6B1354+4151,13 56 07.37,+41 36 15.4,0.697,16.9,fsrq,26.0,0,0.65,0.0,0.369,1.374,0.735,bzcat
5BZQJ1356-1101,PKS1354-107,13 56 46.83,-11 01 29.2,3.006,17.7,fsrq,199.0,0,0.0,0.0,0.57,-9.9,-9.9,bzcat
5BZQJ1357+1919,4C19.44,13 57 04.43,+19 19 07.39,0.72,16.1,fsrq,2586.0,805,1.05,0.0,0.678,1.416,0.944,bzcat
5BZQJ1357-1744,PKS 1354-174,13 57 06.06,-17 44 01.89,3.147,18.0,fsrq,1489.0,0,0.0,0.0,0.755,-9.9,-9.9,bzcat
5BZQJ1357-1527,PKS1354-152,13 57 11.23,-15 27 28.8,1.89,17.7,fsrq,682.0,0,0.42,0.0,0.671,1.322,0.931,bzcat
5BZBJ1357-0146,1WGAJ1357.1-0145,13 57 12.95,-01 46 00.58,0.547,19.6,bllac,14.0,0,0.55,0.0,0.506,0.943,0.671,bzcat
5BZBJ1357+0128,SDSSJ135738.7+01,13 57 38.69,+01 28 13.69,0.0,17.8,bllac,61.0,0,1.56,5.0E-10,0.492,1.175,0.724,bzcat
5BZQJ1357+7643,S51357+769,13 57 55.37,+76 43 21.1,1.585,18.8,fsrq,647.0,0,0.18,8.0E-10,0.778,1.261,0.98,bzcat
5BZQJ1359+5544,GB6J1359+5544,13 59 05.74,+55 44 29.4,1.014,20.0,fsrq,128.0,0,0.26,5.0E-10,0.742,1.027,0.866,bzcat
5BZBJ1359-0200,1RXSJ135923.0-02,13 59 22.68,-02 00 10.58,0.0,20.4,bllac,20.0,0,0.66,0.0,0.647,0.746,0.681,bzcat
5BZQJ1359+0159,PKS 1356+022,13 59 27.14,+01 59 54.59,1.33,18.1,fsrq,806.0,0,0.47,0.0,0.736,1.219,0.926,bzcat
5BZQJ1359+4011,GB6B1357+4026,13 59 38.09,+40 11 38.29,0.406,18.4,fsrq,163.0,0,0.11,0.0,0.654,1.461,0.945,bzcat
5BZBJ1359-3746,2FGLJ1359.9-3746,13 59 49.7,-37 46 00.69,0.334,15.0,bllac,103.0,0,0.38,6.0E-10,0.257,1.874,0.821,bzcat
5BZQJ1359+1436,GB6J1359+1436,13 59 59.7,+14 36 33.29,1.334,20.4,fsrq,64.0,0,0.0,0.0,0.696,-9.9,-9.9,bzcat
5BZQJ1400-1858,CGRaBSJ1400-1858,14 00 03.86,-18 58 11.1,0.114,18.8,fsrq,105.0,0,0.0,0.0,0.694,-9.9,-9.9,bzcat
5BZQJ1400+0425,GB6B1358+0440,14 00 48.43,+04 25 30.9,2.55,20.5,fsrq,323.0,0,0.09,0.0,0.845,1.091,0.954,bzcat
5BZQJ1401-0916,PKS1358-090,14 01 05.33,-09 16 31.58,0.667,20.3,fsrq,526.0,0,0.26,0.0,0.855,1.008,0.914,bzcat
5BZBJ1401+5209,SDSSJ140121.13+5,14 01 21.12,+52 09 28.9,0.482,19.3,bllac,16.0,0,0.46,0.0,0.509,0.994,0.689,bzcat
5BZQJ1401-3004,PKS 1358-298,14 01 34.92,-30 04 36.91,0.689,19.4,fsrq,325.0,0,0.0,0.0,0.735,-9.9,-9.9,bzcat
5BZQJ1401+5835,GB6B1400+5850,14 01 45.7,+58 35 42.28,1.924,20.4,fsrq,142.0,0,0.0,0.0,0.777,-9.9,-9.9,bzcat
5BZQJ1402-2822,PKS 1359-281,14 02 02.39,-28 22 25.1,0.803,19.1,fsrq,1097.0,0,0.0,0.0,0.816,-9.9,-9.9,bzcat
5BZQJ1402-3334,1WGAJ1402.7-3334,14 02 41.4,-33 34 09.01,2.14,23.0,fsrq,83.0,0,0.55,0.0,0.957,0.356,0.789,bzcat
5BZBJ1402+1559,MC 1400+162,14 02 44.51,+15 59 56.61,0.244,17.7,bllac,849.0,0,0.28,0.0,0.721,1.291,0.919,bzcat
5BZQJ1404-0013,GB6J1404-0013,14 04 12.11,-00 13 25.1,1.217,18.8,fsrq,484.0,0,0.0,0.0,0.749,-9.9,-9.9,bzcat
5BZGJ1404+2701,GB6J1404+2701,14 04 36.79,+27 01 41.08,0.138,16.3,bllac_gal,45.0,0,0.25,0.0,0.277,1.73,0.774,bzcat
5BZQJ1404-0130,PKS 1402-012,14 04 45.9,-01 30 21.99,2.518,18.2,fsrq,470.0,0,0.11,0.0,0.687,1.429,0.972,bzcat
5BZBJ1404+6554,1RXSJ140450.2+65,14 04 49.56,+65 54 31.6,0.362,18.4,bllac,15.0,0,1.63,0.0,0.418,0.958,0.614,bzcat
5BZQJ1405+0415,PKS 1402+044,14 05 01.12,+04 15 35.78,3.208,19.3,fsrq,934.0,0,0.12,5.0E-10,0.834,1.226,1.013,bzcat
5BZQJ1405-1440,PKS1402-144,14 05 32.87,-14 40 18.29,1.096,18.0,fsrq,204.0,0,0.0,0.0,0.602,-9.9,-9.9,bzcat
5BZQJ1406-0848,PKS 1403-085,14 06 00.7,-08 48 06.91,1.763,18.4,fsrq,724.0,0,0.0,0.0,0.749,-9.9,-9.9,bzcat
5BZBJ1406+1236,SHBLJ140630.1+12,14 06 30.17,+12 36 20.41,0.0,19.6,bllac,6.0,0,1.45,0.0,0.497,0.708,0.569,bzcat
5BZBJ1406-3935,1RXSJ140630.3-39,14 06 30.29,-39 35 10.39,0.0,19.7,bllac,8.0,0,1.66,0.0,0.486,0.754,0.577,bzcat
5BZBJ1406+5308,BZBJ1406+5308,14 06 42.73,+53 08 33.89,0.458,19.5,bllac,11.0,0,0.21,0.0,0.532,1.019,0.712,bzcat
5BZQJ1406+3433,GC1404+348,14 06 53.84,+34 33 37.29,2.56,18.7,fsrq,170.0,0,0.11,0.0,0.645,1.34,0.927,bzcat
5BZBJ1406+1642,RXSJ14069+1642,14 06 59.18,+16 42 07.81,0.0,18.2,bllac,8.0,0,3.08,0.0,0.314,0.988,0.542,bzcat
5BZGJ1407+2827,OQ 208,14 07 00.38,+28 27 14.68,0.077,14.8,bllac_gal,817.0,0,0.0,0.0,0.524,-9.9,-9.9,bzcat
5BZGJ1407-2701,1WGAJ1407.5-2700,14 07 29.75,-27 01 04.29,0.022,9.7,bllac_gal,646.0,0,2.24,0.0,-0.0050,2.399,0.811,bzcat
5BZQJ1407-3431,PKS 1404-342,14 07 54.91,-34 31 28.3,1.122,16.6,fsrq,452.0,0,0.0,0.0,0.572,-9.9,-9.9,bzcat
5BZQJ1408+6854,GB6J1408+6855,14 08 19.07,+68 54 50.79,1.272,18.8,fsrq,183.0,0,0.0,0.0,0.671,-9.9,-9.9,bzcat
5BZQJ1408-2900,PKS 1405-287,14 08 49.61,-29 00 23.61,0.575,17.4,fsrq,528.0,0,0.53,0.0,0.636,1.349,0.89,bzcat
5BZQJ1408-0752,PKS1406-076,14 08 56.47,-07 52 26.68,1.494,18.6,fsrq,689.0,0,0.53,1.7E-9,0.764,1.118,0.917,bzcat
5BZBJ1409+1352,1RXSJ140918.9+13,14 09 19.0,+13 52 40.0,0.573,20.2,bllac,7.0,0,1.77,0.0,0.546,0.552,0.566,bzcat
5BZBJ1409+5939,MS1407.9+5954,14 09 23.48,+59 39 40.6,0.496,18.8,bllac,37.0,0,1.01,0.0,0.475,1.024,0.671,bzcat
5BZQJ1409-2657,PKS 1406-267,14 09 50.16,-26 57 37.0,2.43,20.5,fsrq,270.0,0,0.0,0.0,0.827,-9.9,-9.9,bzcat
5BZBJ1410+0515,SDSSJ141003.91+0,14 10 03.9,+05 15 57.7,0.544,19.6,bllac,9.0,0,0.23,0.0,0.48,1.065,0.695,bzcat
5BZBJ1410+0203,PKS 1407+022,14 10 04.66,+02 03 06.91,0.0,18.2,bllac,334.0,0,0.0,0.0,0.66,-9.9,-9.9,bzcat
5BZBJ1410+6100,1RXSJ141031.6+61,14 10 30.83,+61 00 12.81,0.384,18.9,bllac,11.0,0,1.79,0.0,0.48,0.77,0.591,bzcat
5BZQJ1410+0731,BZQJ1410+0731,14 10 35.08,+07 31 21.5,0.901,20.9,fsrq,192.0,229,0.0,0.0,0.87,-9.9,-9.9,bzcat
5BZBJ1411+3404,1RXSJ141141.1+34,14 11 40.54,+34 04 24.31,0.421,18.7,bllac,70.0,0,0.56,0.0,0.538,1.103,0.737,bzcat
5BZQJ1411+4239,B31409+429,14 11 59.72,+42 39 50.4,0.886,16.9,fsrq,92.0,0,0.53,0.0,0.432,1.394,0.759,bzcat
5BZQJ1413+4505,GB6J1413+4505,14 13 18.87,+45 05 22.99,3.112,19.3,fsrq,154.0,0,0.1,0.0,0.684,1.253,0.915,bzcat
5BZQJ1413+5305,GB6B1411+5319,14 13 24.27,+53 05 26.98,0.456,19.4,fsrq,140.0,0,0.18,0.0,0.688,1.218,0.878,bzcat
5BZGJ1413+4339,GB6B1411+4353,14 13 43.75,+43 39 45.1,0.09,16.3,bllac_gal,49.0,0,3.01,0.0,0.297,1.317,0.647,bzcat
5BZGJ1414+3430,1RXSJ141409.9+34,14 14 09.27,+34 30 57.7,0.275,19.2,bllac_gal,4.0,0,0.37,0.0,0.305,1.213,0.623,bzcat
5BZQJ1414+3928,1RXSJ141447.0+39,14 14 46.65,+39 28 18.58,0.657,19.4,fsrq,19.0,0,0.35,0.0,0.54,1.094,0.751,bzcat
5BZQJ1415+0832,2E1412.7+0846,14 15 09.91,+08 32 05.38,0.327,19.7,fsrq,90.0,0,0.49,0.0,0.66,1.02,0.788,bzcat
5BZQJ1415-0955,PKS1412-096,14 15 20.82,-09 55 58.29,2.001,18.6,fsrq,263.0,0,0.22,7.0E-10,0.67,1.265,0.903,bzcat
5BZBJ1415+4830,SDSSJ141536.80+4,14 15 36.79,+48 30 30.49,0.496,18.7,bllac,41.0,0,0.44,0.0,0.501,1.186,0.752,bzcat
5BZUJ1415+1320,PKS 1413+135,14 15 58.81,+13 20 23.71,0.247,19.1,uncertain,1092.0,692,0.04,4.0E-10,0.777,1.6,1.065,bzcat
5BZBJ1416-2418,2FGLJ1416.3-2415,14 16 12.17,-24 18 13.39,0.136,14.6,bllac,73.0,0,0.7,3.0E-10,0.236,1.829,0.784,bzcat
5BZQJ1416+1242,GB6J1416+1242,14 16 28.66,+12 42 13.6,0.335,17.5,fsrq,111.0,0,1.39,0.0,0.505,1.185,0.742,bzcat
5BZQJ1416-2131,J15.32,14 16 42.3,-21 31 54.98,2.3,18.0,fsrq,406.0,0,0.0,0.0,0.645,-9.9,-9.9,bzcat
5BZQJ1417+4607,4C 46.29,14 17 08.15,+46 07 05.41,1.554,17.6,fsrq,717.0,0,0.19,0.0,0.687,1.439,0.973,bzcat
5BZQJ1417+2644,1WGAJ1417.5+2645,14 17 30.41,+26 44 57.01,1.455,21.4,fsrq,76.0,0,0.05,0.0,0.8,1.068,0.917,bzcat
5BZQJ1417+3818,1RXSJ141739.4+38,14 17 40.43,+38 18 21.09,0.449,18.4,fsrq,112.0,0,0.22,5.0E-10,0.579,1.341,0.845,bzcat
5BZBJ1417+2543,GB6B1415+2557,14 17 56.68,+25 43 26.18,0.237,16.9,bllac,89.0,0,15.3,4.0E-10,0.397,0.874,0.563,bzcat
5BZBJ1418-0233,SDSSJ14184-0233,14 18 26.32,-02 33 34.09,0.0,16.7,bllac,35.0,0,4.85,2.2E-9,0.3,1.185,0.6,bzcat
5BZQJ1418-3509,PKS1415-349,14 18 58.91,-35 09 42.51,1.544,18.2,fsrq,415.0,446,0.0,0.0,0.688,-9.9,-9.9,bzcat
5BZBJ1419+7732,1RXSJ141901.8+77,14 19 00.3,+77 32 29.29,0.0,17.8,bllac,8.0,0,1.25,3.0E-10,0.274,1.215,0.593,bzcat
5BZUJ1419-0838,2FGLJ1419.4-0835,14 19 22.55,-08 38 31.88,0.0,19.3,uncertain,67.0,228,0.0,7.0E-10,0.556,-9.9,-9.9,bzcat
5BZBJ1419+5423,1Jy1418+546,14 19 46.6,+54 23 14.78,0.153,15.4,bllac,789.0,871,0.81,8.0E-10,0.543,1.626,0.921,bzcat
5BZQJ1419+3821,B31417+385,14 19 46.61,+38 21 48.49,1.831,19.3,fsrq,612.0,399,0.2,5.0E-10,0.809,1.155,0.959,bzcat
5BZQJ1419+2706,GB6J1419+2706,14 19 59.29,+27 06 25.59,0.538,18.5,fsrq,245.0,0,0.51,0.0,0.695,1.176,0.881,bzcat
5BZBJ1420+0614,1WGAJ1420.2+0614,14 20 13.68,+06 14 28.78,0.0,18.8,bllac,53.0,0,0.06,0.0,0.543,1.517,0.873,bzcat
5BZQJ1420+4624,GB6B1418+4638,14 20 20.68,+46 24 40.89,1.245,19.4,fsrq,47.0,0,0.13,0.0,0.586,1.233,0.816,bzcat
5BZQJ1420+1703,CRATESJ142020+17,14 20 20.88,+17 03 29.19,1.854,19.5,fsrq,58.0,0,0.0,0.0,0.638,-9.9,-9.9,bzcat
5BZQJ1420+1205,SDSSJ14208+1205,14 20 48.0,+12 05 45.7,4.026,20.0,fsrq,92.0,0,0.0,0.0,0.674,-9.9,-9.9,bzcat
5BZQJ1421+3855,GB6J1421+3855,14 21 06.03,+38 55 22.8,0.489,18.7,fsrq,86.0,0,0.31,0.0,0.601,1.233,0.83,bzcat
5BZQJ1421-0643,PKS1418-064,14 21 07.75,-06 43 56.38,3.689,19.1,fsrq,397.0,0,0.0,0.0,0.732,-9.9,-9.9,bzcat
5BZQJ1421+4645,GB6J1421+4645,14 21 23.06,+46 45 47.98,1.668,18.1,fsrq,111.0,0,0.0,0.0,0.581,-9.9,-9.9,bzcat
5BZQJ1422+3223,B2 1420+32,14 22 30.37,+32 23 10.39,0.682,19.2,fsrq,405.0,0,0.54,0.0,0.757,1.052,0.869,bzcat
5BZBJ1422+5801,1ES1421+582,14 22 38.88,+58 01 55.48,0.635,18.1,bllac,13.0,0,15.5,0.0,0.32,0.729,0.478,bzcat
5BZBJ1423+3737,1FGL_J1422.7+374,14 23 04.61,+37 37 30.5,0.0,18.5,bllac,46.0,0,0.11,7.0E-10,0.507,1.483,0.838,bzcat
5BZQJ1423+4802,TEX 1421+482,14 23 06.16,+48 02 10.78,2.22,20.4,fsrq,402.0,0,0.0,0.0,0.863,-9.9,-9.9,bzcat
5BZQJ1423+5055,CSO 643,14 23 14.18,+50 55 37.3,0.275,17.0,fsrq,178.0,0,3.35,0.0,0.532,1.122,0.741,bzcat
5BZQJ1423-2218,CGRaBSJ1423-2218,14 23 40.8,-22 18 17.49,1.204,19.4,fsrq,377.0,0,0.0,0.0,0.758,-9.9,-9.9,bzcat
5BZQJ1423-7829,PKS1418-782,14 23 43.55,-78 29 34.9,0.789,19.4,fsrq,258.0,0,0.11,1.2E-9,0.686,1.339,0.909,bzcat
5BZGJ1424+3705,GB6B1422+3719,14 24 21.16,+37 05 52.69,0.29,17.6,bllac_gal,79.0,0,0.45,0.0,0.381,1.426,0.737,bzcat
5BZBJ1424+3433,1RXSJ142422.9+34,14 24 22.9,+34 33 56.8,0.576,19.3,bllac,10.0,0,1.17,0.0,0.428,0.91,0.61,bzcat
5BZBJ1424+1449,BZBJ1424+1449,14 24 36.29,+14 49 10.48,0.0,19.1,bllac,10.0,0,0.0,0.0,0.438,-9.9,-9.9,bzcat
5BZQJ1424+2256,B 1422+231,14 24 38.1,+22 56 00.99,3.62,15.2,fsrq,268.0,0,0.28,0.0,0.381,1.73,0.93,bzcat
5BZBJ1424+3615,1RXSJ142456.5+36,14 24 55.49,+36 15 35.99,0.0,17.6,bllac,91.0,0,0.21,9.0E-10,0.452,1.545,0.822,bzcat
5BZQJ1425-4604,CGRaBSJ1425-4604,14 25 10.97,-46 04 53.9,2.032,17.9,fsrq,397.0,0,0.0,0.0,0.629,-9.9,-9.9,bzcat
5BZQJ1425-2513,PKS1422-250,14 25 23.04,-25 13 06.99,1.884,19.4,fsrq,226.0,0,0.0,0.0,0.716,-9.9,-9.9,bzcat
5BZBJ1425-0118,QJ14254-0118,14 25 26.16,-01 18 25.81,0.0,19.1,bllac,10.0,0,0.0,0.0,0.431,-9.9,-9.9,bzcat
5BZQJ1425+1424,TEX 1423+146,14 25 49.02,+14 24 56.91,0.78,17.9,fsrq,483.0,0,0.0,0.0,0.704,-9.9,-9.9,bzcat
5BZBJ1426+3404,GB6J1426+3404,14 26 07.72,+34 04 26.29,0.0,17.6,bllac,35.0,0,0.29,5.0E-10,0.385,1.491,0.76,bzcat
5BZQJ1426+3625,GB6J1426+3625,14 26 37.08,+36 25 09.58,1.091,19.8,fsrq,420.0,0,0.0,5.0E-10,0.819,-9.9,-9.9,bzcat
5BZBJ1426+2415,1WGAJ1426.7+2415,14 26 45.52,+24 15 23.0,0.0,19.1,bllac,7.0,0,0.68,0.0,0.408,1.034,0.62,bzcat
5BZBJ1427+2348,PG 1424+240,14 27 00.38,+23 48 00.0,0.0,14.6,bllac,430.0,0,3.57,1.15E-8,0.351,1.553,0.759,bzcat
5BZGJ1427+5409,RGBJ1427+541,14 27 30.27,+54 09 23.68,0.106,15.3,bllac_gal,44.0,0,0.38,0.0,0.185,1.815,0.741,bzcat
5BZBJ1427-3305,PKS1424-328,14 27 41.35,-33 05 31.48,0.0,18.5,bllac,161.0,1040,0.9,9.0E-10,0.672,1.165,0.839,bzcat
5BZGJ1427+3908,BZBJ1427+3908,14 27 45.89,+39 08 32.09,0.165,18.3,bllac_gal,7.0,0,0.16,0.0,0.285,1.496,0.702,bzcat
5BZQJ1427-4206,PKS1424-41,14 27 56.29,-42 06 19.4,1.522,16.6,fsrq,3190.0,1769,0.82,1.46E-8,0.703,1.402,0.957,bzcat
5BZGJ1428+3912,B2.3 1426+39A,14 28 13.87,+39 12 18.5,0.258,17.7,bllac_gal,252.0,0,0.32,0.0,0.53,1.469,0.856,bzcat
5BZBJ1428+4240,1H 1430+423,14 28 32.65,+42 40 20.6,0.129,16.2,bllac,59.0,0,35.5,8.0E-10,0.382,0.704,0.494,bzcat
5BZBJ1429+1204,1RXSJ142904.9+12,14 29 04.61,+12 04 10.19,0.0,19.3,bllac,8.0,0,1.62,0.0,0.452,0.825,0.578,bzcat
5BZQJ1429+3529,SDSSJ14291+3529,14 29 10.21,+35 29 46.78,2.21,18.9,fsrq,25.0,0,0.0,0.0,0.501,-9.9,-9.9,bzcat
5BZQJ1429+5406,S41427+543,14 29 21.88,+54 06 11.08,3.013,19.9,fsrq,1029.0,0,0.15,0.0,0.896,1.095,0.981,bzcat
5BZQJ1430+1043,PKS 1427+109,14 30 09.73,+10 43 26.9,1.705,18.5,fsrq,290.0,0,0.3,0.0,0.708,1.214,0.97,bzcat
5BZQJ1430+4204,GB6J1430+4204,14 30 23.74,+42 04 36.51,4.715,21.0,fsrq,211.0,0,0.35,0.0,0.766,0.88,0.89,bzcat
5BZQJ1430+3649,GB6J1430+3649,14 30 40.57,+36 49 03.89,0.566,19.2,fsrq,162.0,0,0.0,0.0,0.717,-9.9,-9.9,bzcat
5BZBJ1431-4501,PKS1427-448,14 31 00.49,-45 01 01.48,0.0,19.5,bllac,612.0,0,0.0,0.0,0.767,-9.9,-9.9,bzcat
5BZUJ1431-0052,2QZJ143113-0052,14 31 13.14,-00 52 38.31,1.635,19.9,uncertain,83.0,0,0.0,0.0,0.593,-9.9,-9.9,bzcat
5BZQJ1431+3952,B2.3 1429+40,14 31 20.53,+39 52 41.48,1.217,16.2,fsrq,219.0,0,0.0,0.0,0.48,-9.9,-9.9,bzcat
5BZQJ1432-1801,PKS 1430-178,14 32 57.68,-18 01 35.18,2.331,18.4,fsrq,1013.0,437,0.0,0.0,0.755,-9.9,-9.9,bzcat
5BZQJ1433-1548,PKS 1430-155,14 33 21.46,-15 48 44.71,1.573,22.8,fsrq,492.0,0,0.57,0.0,1.08,0.452,0.922,bzcat
5BZBJ1433+2441,1RXSJ143328.3+24,14 33 27.6,+24 41 17.7,0.0,19.1,bllac,19.0,0,0.89,0.0,0.493,0.989,0.661,bzcat
5BZQJ1434+4203,2FGLJ1433.8+4205,14 34 05.69,+42 03 15.98,1.24,19.5,fsrq,309.0,0,0.0,5.0E-10,0.762,-9.9,-9.9,bzcat
5BZQJ1434+1952,PKS 1432+200,14 34 39.78,+19 52 00.69,1.382,19.7,fsrq,408.0,0,0.0,0.0,0.818,-9.9,-9.9,bzcat
5BZUJ1435+2021,2FGLJ1435.1+2022,14 35 21.91,+20 21 17.49,0.748,18.8,uncertain,377.0,0,0.22,5.0E-10,0.634,1.345,0.888,bzcat
5BZGJ1435-0055,SDSSJ14354-0055,14 35 26.88,-00 55 58.9,0.285,18.2,bllac_gal,15.0,0,0.0,0.0,0.336,-9.9,-9.9,bzcat
5BZQJ1435+3012,CRATESJ143535+30,14 35 35.4,+30 12 24.51,1.568,22.9,fsrq,245.0,0,0.0,0.0,1.044,-9.9,-9.9,bzcat
5BZGJ1435+5815,1REXJ14357+5815,14 35 45.89,+58 15 24.98,0.299,18.3,bllac_gal,26.0,0,1.22,0.0,0.394,1.152,0.661,bzcat
5BZQJ1435+3353,SDSSJ14357+3353,14 35 47.62,+33 53 09.6,2.11,20.3,fsrq,4.0,0,0.0,0.0,0.459,-9.9,-9.9,bzcat
5BZQJ1436+2321,GC1434+23,14 36 40.97,+23 21 03.31,1.546,18.7,fsrq,817.0,437,0.47,4.0E-10,0.781,1.12,0.92,bzcat
